NOMOD,MINOR,MAJOR
23157868,23425383,23140601
23158215,23426061,23141352
23159647,23427052,23143455
23162307,23427370,23144093
23162325,23428417,23145309
23162365,23428522,23145487
23163306,23429662,23145898
23163859,23429841,23145994
23164048,23429962,23146976
23164321,23431295,23147817
23166378,23432045,23148036
23166702,23432672,23149237
23167673,23432774,23150011
23168224,23433106,23150022
23168702,23433915,23150491
23169472,23433926,23150631
23169855,23434719,23150774
23170298,23435917,23152943
23171433,23436950,23154286
23171470,23438569,23154980
23171564,23438835,23155688
23172165,23438968,23155751
23172487,23439915,23156208
23172944,23440084,23157379
23175995,23440454,23157413
23176638,23441585,23158743
23176885,23444492,23159696
23177048,23445507,23160151
23177269,23445827,23160585
23177534,23447050,23160606
23178963,23447526,23161368
23179176,23448281,23163535
23179721,23448485,23164007
23180345,23448913,23164392
23180455,23450109,23165066
23180933,23450681,23166287
23182130,23451246,23166383
23182241,23451297,23168015
23182529,23451466,23168836
23184028,23451902,23168920
23184821,23452200,23168960
23184917,23452820,23169286
23185646,23453431,23170178
23185922,23453887,23170942
23187087,23456061,23171387
23190069,23457764,23171401
23190994,23460312,23172492
23191096,23463111,23173809
23191470,23464080,23173973
23191505,23465079,23174666
23191985,23465246,23175453
23193031,23465744,23175855
23193748,23466676,23177803
23194086,23468184,23178235
23194818,23470288,23178630
23195339,23470295,23179051
23198639,23471137,23180073
23198711,23472158,23181176
23199725,23472800,23181218
23200489,23473833,23181279
23200905,23475676,23181516
23202448,23476095,23182065
23202513,23478066,23182826
23203180,23480022,23183391
23203578,23480032,23183896
23203794,23481760,23184110
23203929,23482406,23185288
23203950,23482999,23185969
23204533,23483053,23186298
23205561,23483161,23187213
23207300,23483200,23189011
23207536,23484577,23189036
23209530,23485053,23189282
23209641,23485492,23189382
23210097,23486026,23190287
23211014,23487135,23191309
23211083,23487397,23191916
23211420,23488091,23191919
23211963,23488232,23192241
23212284,23489741,23192536
23213689,23490709,23193198
23213870,23492545,23193515
23214322,23493040,23195148
23215214,23493302,23195218
23215299,23494311,23195318
23215446,23494520,23195392
23215446,23495116,23195509
23215537,23495434,23196027
23215573,23495821,23196526
23215649,23495990,23198880
23215859,23499388,23200166
23218378,23499949,23201225
23219539,23500291,23201309
23219583,23500697,23201364
23220599,23500954,23202527
23220668,23501301,23204407
23221387,23501629,23205142
23222548,23505812,23207326
23223381,23507233,23208116
23223942,23507580,23209858
23224321,23507601,23210716
23225416,23507693,23211821
23226932,23508376,23212219
23226983,23508992,23212998
23227371,23510578,23213795
23228829,23510771,23214160
23230430,23511878,23214268
23231795,23512005,23214323
23232709,23513445,23215222
23232905,23514096,23215694
23233012,23515614,23216630
23233256,23515815,23219316
23233692,23516713,23219499
23234103,23516936,23219885
23235730,23517273,23220207
23235845,23517747,23220496
23236025,23518408,23220988
23237575,23519368,23221007
23237859,23521863,23222524
23238727,23522476,23222723
23238775,23523991,23222743
23239027,23524220,23223386
23239252,23525181,23223747
23240046,23526340,23223809
23244398,23526477,23223959
23244703,23527219,23225368
23245427,23527510,23225868
23245985,23528548,23225883
23246182,23529288,23227249
23247347,23529388,23227287
23247589,23531291,23227622
23249357,23531457,23231496
23251326,23532932,23231755
23251520,23533770,23232103
23251575,23533872,23232762
23251985,23534339,23233613
23254250,23534350,23235156
23254621,23534401,23235753
23254874,23534961,23236460
23254912,23538092,23236531
23258688,23539072,23237405
23260224,23539333,23238047
23260388,23540259,23239455
23260817,23541120,23240225
23261735,23543515,23240403
23261866,23543981,23241068
23263331,23544262,23241399
23264047,23544795,23241705
23264333,23545261,23241773
23264961,23545649,23242865
23265212,23546135,23243708
23265392,23546248,23244023
23265463,23548245,23244211
23266157,23548286,23245439
23266345,23548470,23245653
23267402,23548587,23245801
23268133,23548600,23246642
23270826,23548874,23247428
23274300,23550033,23248783
23274562,23551058,23249163
23275381,23551159,23249602
23275785,23551395,23250019
23276315,23553260,23250853
23277757,23554111,23252543
23280679,23555477,23252682
23281869,23555547,23255530
23284451,23556344,23255594
23284868,23557371,23256201
23285065,23558758,23257711
23286109,23559750,23259809
23288656,23560334,23260303
23288790,23563876,23260366
23290075,23565010,23260833
23290136,23565290,23261309
23290325,23567239,23262532
23290857,23569212,23263006
23291220,23569551,23263167
23291322,23570158,23264403
23292009,23570461,23265127
23292736,23570571,23265166
23292893,23570628,23265391
23293579,23570904,23266010
23296277,23571959,23266498
23296304,23573326,23268478
23296347,23574232,23268541
23299142,23576898,23270644
23299162,23578636,23271477
23299735,23580832,23271902
23300900,23580878,23273017
23302451,23582101,23274193
23302926,23582333,23276160
23304397,23583566,23276642
23304743,23583637,23276672
23305395,23583878,23276723
23305771,23585819,23277634
23306059,23586599,23278647
23306109,23586609,23278713
23306702,23588919,23279470
23307028,23589128,23280320
23307259,23589616,23280799
23308869,23590574,23280864
23310111,23591175,23280937
23311075,23591324,23281486
23311402,23592444,23281721
23312197,23594086,23283092
23312448,23596673,23283429
23312870,23596939,23283974
23314593,23597466,23284412
23315367,23597999,23284560
23316807,23598581,23285843
23316890,23599542,23285910
23318720,23602764,23286021
23319190,23605011,23286508
23320015,23606074,23286534
23320611,23606077,23286673
23321161,23606121,23286796
23321420,23606418,23288099
23321458,23608997,23288169
23323586,23610884,23288995
23323946,23613677,23289830
23325519,23614797,23290586
23325665,23615538,23291117
23329329,23616869,23292674
23330753,23617004,23297339
23330866,23618338,23297576
23331773,23618891,23298232
23334540,23619302,23298568
23334969,23619333,23298582
23336454,23619636,23298765
23337129,23619646,23300429
23337686,23620350,23301250
23337856,23620442,23303687
23339736,23620876,23304477
23340881,23621039,23304778
23341061,23623853,23306715
23341733,23625376,23307545
23342226,23625582,23308508
23342510,23626993,23309903
23343065,23627230,23310575
23343935,23627725,23311322
23344707,23630867,23311704
23346378,23631824,23311784
23347028,23633745,23312715
23347741,23634808,23313103
23348519,23635697,23315125
23348737,23636111,23316057
23348755,23637263,23316801
23349159,23637741,23318190
23351157,23637999,23320216
23351316,23638297,23321836
23351320,23639181,23322205
23351587,23641215,23322439
23352218,23641844,23323838
23353476,23642581,23323920
23353476,23643357,23325078
23354109,23643512,23325160
23354402,23644960,23329200
23354547,23645214,23330775
23355825,23645635,23331140
23355860,23646574,23331657
23356406,23648010,23331887
23357565,23650132,23332434
23357746,23651373,23332629
23357972,23655657,23334390
23358241,23656765,23334429
23358547,23659457,23334583
23359283,23660230,23335719
23359487,23660242,23335751
23359679,23661294,23336720
23360225,23662819,23336886
23360587,23666462,23337742
23361457,23669378,23341037
23361953,23670114,23341083
23362455,23670456,23341351
23363567,23673708,23341904
23363662,23675847,23343532
23363697,23676329,23343615
23364079,23676357,23344241
23364813,23677052,23344401
23367380,23680504,23344701
23368409,23681607,23348667
23369943,23681805,23350599
23370818,23682123,23351523
23372785,23683011,23351601
23373668,23684419,23353111
23374114,23684610,23353174
23374134,23685908,23353252
23374311,23686673,23353328
23374406,23686737,23354711
23375328,23687102,23357354
23376028,23689718,23357483
23376108,23691208,23358890
23376301,23692880,23363387
23376809,23693661,23363449
23381280,23696470,23363557
23382072,23696861,23364068
23382173,23697381,23364286
23383109,23698549,23364644
23385040,23698768,23365345
23385308,23699118,23365382
23388096,23699411,23365689
23388157,23700944,23365848
23390015,23701532,23366122
23390874,23702043,23368467
23391008,23703001,23369447
23391057,23704612,23371381
23391795,23704654,23372426
23393340,23705162,23372988
23393761,23706599,23375715
23394191,23707710,23375735
23394301,23708278,23376237
23397141,23713618,23376651
23399065,23713735,23376969
23399192,23715198,23379613
23401527,23715994,23379615
23401729,23716354,23381449
23402425,23716487,23384623
23402882,23716671,23384854
23403348,23722397,23386607
23403684,23723140,23388719
23404074,23724481,23388812
23404570,23727071,23388846
23408212,23727321,23389127
23408559,23730108,23390093
23411189,23730975,23391466
23413709,23730978,23391474
23415080,23731005,23393702
23416084,23731528,23393819
23417828,23734395,23394034
23419991,23734725,23394249
23420663,23735491,23394919
23422041,23737246,23395365
23422110,23738015,23396964
23422492,23738477,23397453
23422669,23739458,23398528
23423429,23740730,23398902
23424136,23742710,23399410
23425582,23743763,23399676
23425889,23746559,23399695
23426893,23746792,23400306
23428482,23747816,23400694
23428573,23748249,23408272
23429509,23750249,23409140
23430693,23750457,23409522
23432096,23751445,23410178
23432665,23753089,23411114
23435016,23753165,23413703
23436844,23753224,23414678
23437015,23753587,23416212
23439075,23753881,23416413
23440449,23754932,23416730
23442919,23756743,23416989
23444767,23757949,23418454
23445791,23758057,23419245
23446522,23758075,23419494
23448138,23759385,23419683
23448919,23759900,23423519
23449306,23761082,23424023
23449528,23761191,23424227
23451260,23765486,23425726
23451749,23769174,23426607
23453486,23771140,23427146
23454514,23771669,23428003
23455805,23772065,23431420
23461042,23772992,23433347
23464557,23773013,23433410
23465546,23774070,23434375
23465697,23775920,23434882
23467329,23776426,23436304
23471331,23779358,23436769
23471405,23783467,23437159
23471564,23783900,23437324
23472391,23787426,23438812
23475193,23788742,23440426
23477402,23789451,23441473
23480338,23790905,23443471
23480817,23791265,23444824
23480933,23791589,23445409
23481299,23792835,23447868
23482059,23793408,23449332
23483467,23796220,23450754
23486397,23797342,23452117
23487344,23798800,23452627
23487900,23798959,23452762
23488499,23802071,23453412
23489299,23803569,23453766
23490552,23808089,23454485
23491179,23809250,23455397
23492210,23811213,23455637
23492837,23811724,23455961
23494845,23815679,23457205
23495894,23816507,23460442
23496316,23816709,23460922
23497627,23818974,23460991
23497916,23821789,23461221
23499236,23822527,23461233
23500154,23826322,23462867
23503630,23828371,23462987
23504603,23829037,23464937
23505546,23830250,23465261
23505808,23834310,23467530
23506363,23836142,23470340
23506989,23836337,23471169
23509083,23837133,23471470
23509763,23837297,23472064
23510210,23838387,23472183
23510875,23839337,23473737
23514204,23840088,23474710
23514817,23840454,23474922
23515334,23840691,23475154
23516224,23841711,23475847
23517841,23841731,23476343
23517954,23844909,23476753
23519255,23846128,23477127
23519942,23851428,23477813
23521650,23855524,23478198
23522222,23859700,23480356
23527906,23860386,23480613
23528835,23862079,23481395
23529709,23864213,23481591
23530164,23864321,23482097
23530716,23868125,23482236
23533095,23869057,23482971
23533820,23869999,23483046
23536436,23870463,23483811
23538642,23870474,23486092
23542236,23871293,23486547
23544759,23873353,23486785
23548640,23873357,23487729
23549003,23874427,23489028
23551410,23878848,23490168
23552871,23880709,23490863
23555141,23883174,23493577
23555976,23884516,23495205
23561451,23886118,23495422
23562500,23888012,23495766
23565516,23889779,23496412
23566423,23894045,23496526
23566666,23894719,23497480
23567107,23898861,23498299
23567850,23899806,23499743
23572878,23901638,23500818
23573739,23902578,23501827
23575285,23904044,23502161
23577944,23904535,23502781
23582322,23904602,23506273
23582742,23908477,23506769
23582939,23910818,23507235
23584703,23910822,23507718
23584840,23910861,23508314
23587079,23911975,23510194
23587180,23912666,23512274
23587433,23915104,23512936
23587738,23916450,23513796
23587802,23916968,23514246
23594105,23919426,23515862
23594210,23920574,23517680
23599015,23923192,23519980
23599242,23925907,23521342
23600432,23926260,23523512
23601271,23926327,23524365
23603939,23926354,23525559
23604776,23927542,23528861
23604868,23928831,23529470
23605777,23931526,23530148
23607993,23932163,23532323
23608665,23933573,23533000
23608730,23934261,23533650
23610617,23935455,23535188
23611344,23936006,23537975
23613381,23938160,23541413
23613703,23938802,23547631
23613946,23939970,23548959
23616970,23941516,23548961
23620558,23941627,23550170
23620943,23941997,23550410
23622502,23942144,23551498
23622755,23945450,23552147
23623712,23947247,23552739
23624064,23949693,23553663
23624905,23951803,23554857
23626757,23951876,23555253
23627865,23952304,23560545
23629382,23953111,23560614
23630229,23955254,23560672
23630964,23955483,23567576
23631903,23956559,23568967
23635578,23958968,23569776
23637030,23960214,23570578
23638463,23962181,23572515
23641292,23967340,23572858
23641452,23968229,23573623
23641796,23968251,23574780
23642943,23973874,23575701
23647724,23973891,23577699
23647777,23977966,23579253
23648264,23979000,23579687
23650218,23979950,23580550
23651383,23981667,23583575
23653204,23987422,23585500
23655466,23987693,23588053
23657374,23987778,23590304
