0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12643013,12639236,12650910,12653749,12653115,12653504,,12654490,12650345,12649898,12643021,12638707,12649489,12653785,12654838,12653749,12651280,12655571,,12657460,12638873,12654334,12662236,12653463,12642865,12638370,12649862,12655428,12642612,12638477,12650943,12654600,12649821,12655796,12655152,12650225,12650838,12639650,12634669,12642814
12643013,12639249,12650943,12653754,12653136,12653509,,12654495,12650353,12649921,12643021,12638712,12649494,12653800,12654853,12653754,12651288,12655589,,12657498,12638878,12654347,12662277,12653501,12642865,12638370,12649870,12655433,12642612,12638477,12650943,12654628,12649839,12655819,12655162,12650230,12650846,12639655,12634669,12642847
12643018,12639251,12650948,12653759,12653136,12653519,,12654495,12650355,12649926,12643026,12638712,12649502,12653813,12654871,12653785,12651293,12655594,,12657513,12638878,12654352,12662300,12653504,12642870,12638375,12649903,12655446,12642617,12638487,12650948,12654628,12649839,12655819,12655183,12650240,12650851,12639655,12634669,12642865
12643021,12639259,12650953,12653767,12653138,12653524,,12654523,12650360,12649936,12643031,12638712,12649512,12653813,12654917,12653785,12651334,12655617,,12657529,12638881,12654365,12662346,12653514,12642875,12638377,12649918,12655474,12642617,12638495,12650971,12654682,12649870,12655827,12655211,12650248,12650851,12639655,12634672,12642865
12643021,12639267,12650956,12653767,12653146,12653534,,12654526,12650373,12649941,12643044,12638712,12649522,12653823,12654937,12653805,12651375,12655640,,12657536,12638881,12654370,12662402,12653519,12642875,12638385,12649941,12655479,12642622,12638500,12650984,12654692,12649895,12655842,12655226,12650253,12650884,12639658,12634672,12642870
12643023,12639269,12650961,12653795,12653174,12653534,,12654544,12650376,12649944,12643044,12638720,12649548,12653828,12654963,12653808,12651393,12655653,,12657544,12638881,12654378,12662410,12653537,12642878,12638395,12649969,12655497,12642622,12638508,12650994,12654692,12649908,12655842,12655259,12650276,12650897,12639658,12634672,12642870
12643026,12639277,12650961,12653818,12653182,12653542,,12654546,12650396,12649944,12643049,12638722,12649553,12653836,12654968,12653808,12651403,12655676,,12657603,12638886,12654393,12662443,12653542,12642883,12638403,12649977,12655507,12642630,12638518,12651007,12654702,12649944,12655847,12655272,12650281,12650897,12639660,12634672,12642870
12643026,12639282,12651007,12653826,12653189,12653547,,12654567,12650432,12649949,12643054,12638725,12649568,12653846,12654968,12653818,12651426,12655681,,12657613,12638886,12654416,12662448,12653547,12642883,12638403,12650000,12655535,12642632,12638518,12651017,12654720,12649954,12655865,12655275,12650289,12650907,12639665,12634672,12642875
12643026,12639282,12651020,12653833,12653225,12653547,,12654582,12650437,12649959,12643054,12638730,12649573,12653882,12654973,12653828,12651431,12655719,,12657618,12638886,12654416,12662507,12653555,12642893,12638408,12650013,12655538,12642632,12638518,12651068,12654720,12649954,12655870,12655280,12650299,12650912,12639668,12634672,12642875
12643031,12639313,12651025,12653841,12653230,12653550,,12654600,12650437,12649959,12643059,12638738,12649573,12653910,12654973,12653854,12651436,12655727,,12657659,12638899,12654416,12662545,12653557,12642901,12638416,12650074,12655551,12642640,12638523,12651109,12654725,12649964,12655883,12655290,12650332,12650915,12639668,12634672,12642893
12643036,12639328,12651030,12653846,12653256,12653550,,12654628,12650447,12649959,12643064,12638743,12649581,12653915,12655001,12653856,12651444,12655778,,12657672,12638909,12654416,12662550,12653560,12642906,12638418,12650084,12655558,12642640,12638528,12651122,12654725,12649967,12655962,12655290,12650337,12650948,12639673,12634674,12642898
12643049,12639333,12651058,12653846,12653266,12653578,,12654641,12650455,12649982,12643072,12638758,12649614,12653941,12655022,12653856,12651444,12655911,,12657700,12638919,12654421,12662568,12653565,12642911,12638426,12650143,12655561,12642640,12638533,12651122,12654753,12649969,12655975,12655295,12650355,12650953,12639678,12634674,12642916
12643059,12639361,12651076,12653856,12653294,12653578,,12654646,12650455,12650000,12643072,12638763,12649622,12653943,12655037,12653864,12651482,12655911,,12657733,12638927,12654457,12662632,12653570,12642916,12638431,12650156,12655566,12642645,12638538,12651132,12654756,12649972,12656026,12655308,12650391,12650979,12639678,12634677,12642921
12643059,12639384,12651086,12653869,12653330,12653583,,12654646,12650473,12650005,12643077,12638768,12649645,12653951,12655047,12653877,12651482,12655919,,12657756,12638927,12654462,12662632,12653575,12642921,12638436,12650161,12655607,12642645,12638541,12651132,12654761,12649990,12656031,12655318,12650409,12650979,12639681,12634677,12642934
12643062,12639410,12651086,12653897,12653358,12653588,,12654651,12650506,12650036,12643082,12638768,12649647,12653964,12655050,12653877,12651490,12655957,,12657764,12638927,12654467,12662637,12653588,12642929,12638436,12650171,12655617,12642648,12638551,12651163,12654761,12650000,12656041,12655387,12650424,12650981,12639681,12634682,12642944
12643064,12639433,12651086,12653915,12653358,12653621,,12654654,12650519,12650046,12643087,12638776,12649650,12653979,12655055,12653882,12651490,12655965,,12657779,12638932,12654475,12662645,12653601,12642934,12638436,12650174,12655617,12642650,12638556,12651173,12654817,12650010,12656049,12655405,12650447,12650989,12639681,12634682,12642957
12643067,12639438,12651086,12653925,12653376,12653634,,12654659,12650534,12650059,12643100,12638776,12649655,12653979,12655055,12653887,12651510,12655998,,12657820,12638942,12654475,12662645,12653611,12642934,12638441,12650235,12655681,12642653,12638556,12651178,12654825,12650023,12656095,12655405,12650452,12650989,12639683,12634687,12642962
12643072,12639443,12651094,12653933,12653386,12653670,,12654687,12650634,12650097,12643100,12638789,12649663,12653979,12655060,12653887,12651559,12656008,,12657843,12638947,12654480,12662645,12653611,12642934,12638441,12650240,12655686,12642663,12638564,12651196,12654858,12650028,12656100,12655405,12650455,12650999,12639686,12634690,12642962
12643082,12639453,12651099,12653933,12653404,12653680,,12654687,12650657,12650105,12643123,12638799,12649729,12653984,12655083,12653905,12651564,12656008,,12657843,12638955,12654500,12662686,12653621,12642939,12638441,12650276,12655691,12642663,12638564,12651237,12654863,12650031,12656100,12655461,12650460,12651002,12639688,12634692,12642970
12643082,12639453,12651117,12653951,12653412,12653693,,12654697,12650662,12650123,12643123,12638804,12649737,12653992,12655101,12653910,12651569,12656021,,12657861,12638955,12654503,12662724,12653629,12642939,12638459,12650281,12655699,12642673,12638579,12651265,12654863,12650033,12656113,12655507,12650470,12651002,12639688,12634697,12642972
12643082,12639479,12651132,12653974,12653437,12653703,,12654702,12650667,12650128,12643138,12638804,12649747,12654007,12655101,12653915,12651587,12656021,,12657871,12638960,12654503,12662737,12653629,12642944,12638467,12650294,12655740,12642681,12638579,12651273,12654866,12650038,12656123,12655530,12650501,12651004,12639691,12634700,12642975
12643082,12639484,12651137,12653994,12653437,12653726,,12654705,12650685,12650128,12643138,12638814,12649752,12654017,12655114,12653923,12651600,12656108,,12657897,12638968,12654513,12662760,12653634,12642944,12638467,12650299,12655765,12642696,12638579,12651288,12654909,12650041,12656126,12655538,12650506,12651017,12639691,12634700,12642985
12643085,12639489,12651150,12654010,12653440,12653731,,12654705,12650705,12650128,12643146,12638817,12649765,12654058,12655129,12653928,12651651,12656113,,12657902,12638968,12654513,12662806,12653634,12642944,12638472,12650304,12655783,12642696,12638582,12651288,12654927,12650041,12656141,12655548,12650511,12651022,12639696,12634705,12642985
12643100,12639494,12651163,12654012,12653455,12653731,,12654710,12650713,12650138,12643159,12638822,12649770,12654071,12655134,12653979,12651702,12656113,,12657935,12638970,12654513,12662829,12653644,12642952,12638472,12650314,12655796,12642699,12638600,12651288,12654968,12650051,12656164,12655574,12650537,12651030,12639696,12634705,12643003
12643105,12639494,12651173,12654020,12653460,12653731,,12654738,12650736,12650138,12643164,12638822,12649770,12654099,12655147,12654002,12651738,12656131,,12657953,12638978,12654523,12662834,12653670,12642952,12638482,12650363,12655796,12642704,12638602,12651288,12654983,12650054,12656246,12655589,12650542,12651035,12639701,12634705,12643031
12643110,12639499,12651181,12654043,12653460,12653739,,12654738,12650736,12650138,12643164,12638822,12649775,12654102,12655175,12654025,12651771,12656131,,12657981,12638978,12654531,12662898,12653675,12642952,12638487,12650363,12655809,12642704,12638610,12651316,12654996,12650056,12656256,12655602,12650557,12651035,12639701,12634705,12643039
12643110,12639502,12651206,12654048,12653463,12653744,,12654753,12650741,12650143,12643164,12638827,12649803,12654122,12655185,12654038,12651779,12656169,,12657981,12638983,12654559,12662903,12653690,12642957,12638495,12650376,12655847,12642709,12638620,12651329,12654996,12650059,12656269,12655602,12650562,12651043,12639701,12634710,12643049
12643123,12639507,12651219,12654053,12653491,12653749,,12654789,12650838,12650151,12643169,12638845,12649808,12654130,12655185,12654040,12651840,12656187,,12658017,12638983,12654562,12662954,12653695,12642962,12638495,12650406,12655855,12642709,12638620,12651403,12655004,12650077,12656330,12655625,12650565,12651058,12639706,12634710,12643059
12643123,12639535,12651232,12654084,12653496,12653754,,12654794,12650851,12650161,12643169,12638850,12649844,12654135,12655198,12654053,12651855,12656223,,12658027,12638983,12654572,12662957,12653698,12642972,12638505,12650414,12655865,12642709,12638620,12651421,12655060,12650092,12656371,12655625,12650575,12651058,12639709,12634713,12643062
12643123,12639540,12651247,12654089,12653511,12653759,,12654812,12650856,12650202,12643169,12638863,12649867,12654140,12655221,12654058,12651886,12656256,,12658065,12638993,12654585,12662987,12653718,12642975,12638505,12650442,12655865,12642732,12638628,12651454,12655111,12650102,12656376,12655643,12650593,12651066,12639709,12634715,12643069
12643128,12639540,12651255,12654099,12653511,12653762,,12654822,12650861,12650207,12643174,12638873,12649867,12654158,12655229,12654063,12651891,12656284,,12658073,12638996,12654600,12663000,12653731,12642975,12638510,12650450,12655870,12642745,12638646,12651495,12655119,12650115,12656394,12655704,12650603,12651068,12639714,12634715,12643087
12643128,12639553,12651255,12654104,12653524,12653762,,12654830,12650892,12650217,12643177,12638881,12649870,12654158,12655234,12654066,12651899,12656287,,12658119,12639001,12654618,12663003,12653734,12642985,12638523,12650475,12655893,12642750,12638661,12651500,12655129,12650120,12656394,12655732,12650603,12651073,12639719,12634715,12643100
12643146,12639558,12651260,12654145,12653532,12653777,,12654835,12650897,12650240,12643182,12638891,12649893,12654168,12655254,12654081,12651901,12656310,,12658175,12639006,12654623,12663026,12653736,12643003,12638523,12650501,12655911,12642755,12638661,12651505,12655137,12650133,12656422,12655742,12650611,12651086,12639719,12634718,12643100
12643151,12639558,12651275,12654158,12653532,12653782,,12654863,12650912,12650248,12643192,12638891,12649895,12654176,12655254,12654084,12651909,12656343,,12658193,12639011,12654636,12663046,12653754,12643008,12638531,12650511,12655916,12642755,12638671,12651510,12655139,12650138,12656430,12655801,12650613,12651114,12639719,12634720,12643133
12643159,12639558,12651301,12654176,12653547,12653790,,12654863,12650948,12650271,12643197,12638891,12649895,12654186,12655262,12654117,12651932,12656343,,12658211,12639011,12654641,12663105,12653759,12643008,12638538,12650537,12655924,12642760,12638671,12651528,12655157,12650169,12656440,12655827,12650636,12651117,12639719,12634723,12643133
12643159,12639563,12651316,12654186,12653547,12653813,,12654871,12650951,12650276,12643197,12638896,12649903,12654191,12655267,12654135,12651942,12656389,,12658221,12639016,12654646,12663128,12653772,12643023,12638546,12650542,12655934,12642760,12638674,12651528,12655175,12650179,12656440,12655865,12650657,12651132,12639724,12634723,12643141
12643161,12639571,12651357,12654191,12653557,12653818,,12654871,12650979,12650276,12643205,12638906,12649926,12654194,12655280,12654155,12651950,12656417,,12658226,12639016,12654659,12663133,12653772,12643023,12638546,12650575,12655944,12642765,12638679,12651531,12655208,12650184,12656491,12655888,12650659,12651132,12639724,12634723,12643156
12643174,12639576,12651413,12654204,12653583,12653833,,12654886,12650979,12650284,12643220,12638942,12649936,12654224,12655290,12654155,12651950,12656417,,12658257,12639016,12654674,12663174,12653777,12643026,12638554,12650575,12655985,12642768,12638689,12651592,12655213,12650225,12656496,12655911,12650662,12651132,12639724,12634728,12643179
12643179,12639581,12651462,12654209,12653593,12653849,,12654894,12650999,12650294,12643223,12638970,12649936,12654237,12655328,12654176,12651955,12656430,,12658293,12639019,12654684,12663212,12653795,12643026,12638564,12650585,12656003,12642773,12638694,12651605,12655221,12650230,12656555,12655916,12650662,12651140,12639724,12634728,12643182
12643182,12639581,12651464,12654214,12653593,12653859,,12654917,12650999,12650309,12643243,12638973,12649959,12654255,12655328,12654186,12651973,12656463,,12658321,12639019,12654687,12663240,12653826,12643026,12638564,12650590,12656087,12642778,12638697,12651620,12655249,12650248,12656555,12655947,12650667,12651150,12639724,12634728,12643197
12643182,12639586,12651508,12654224,12653601,12653859,,12654917,12651002,12650312,12643256,12638983,12649964,12654268,12655354,12654191,12651991,12656463,,12658344,12639034,12654692,12663304,12653841,12643036,12638569,12650598,12656100,12642778,12638699,12651633,12655254,12650253,12656560,12655949,12650667,12651150,12639729,12634728,12643210
12643182,12639604,12651510,12654227,12653611,12653859,,12654927,12651012,12650317,12643261,12639001,12650000,12654283,12655359,12654199,12651993,12656491,,12658344,12639047,12654697,12663312,12653846,12643036,12638574,12650606,12656105,12642791,12638707,12651651,12655298,12650276,12656573,12655962,12650667,12651163,12639729,12634733,12643220
12643187,12639604,12651518,12654250,12653629,12653869,,12654932,12651045,12650330,12643266,12639024,12650008,12654291,12655392,12654209,12652001,12656504,,12658349,12639052,12654710,12663335,12653846,12643044,12638579,12650608,12656126,12642806,12638707,12651692,12655313,12650291,12656611,12656018,12650690,12651168,12639729,12634733,12643248
12643187,12639609,12651536,12654268,12653634,12653920,,12654937,12651048,12650335,12643276,12639024,12650010,12654314,12655395,12654219,12652024,12656509,,12658377,12639052,12654715,12663371,12653849,12643054,12638579,12650629,12656133,12642809,12638712,12651702,12655336,12650294,12656624,12656026,12650695,12651191,12639737,12634736,12643253
12643205,12639609,12651554,12654270,12653639,12653928,,12654940,12651058,12650368,12643279,12639029,12650023,12654342,12655400,12654224,12652057,12656596,,12658377,12639057,12654715,12663381,12653854,12643059,12638597,12650629,12656136,12642811,12638712,12651715,12655382,12650294,12656647,12656036,12650713,12651196,12639737,12634741,12643253
