0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1856},0-BINSEARCH[56](2042){1888},0-BINSEARCH[56](2042){1904},0-BINSEARCH[56](2042){1896},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1894}
14162168,14160124,14163809,14165521,14165171,14164095,14160259,14155984,14165976,14157037,14167701,14168907,14156638,14158294,14161054,14167246,14160819,14166983,14159748,14157778,14156459
14162168,14160124,14163809,14165524,14165171,14164105,14160262,14155989,14165981,14157039,14167706,14168928,14156648,14158307,14161054,14167251,14160819,14166983,14159753,14157778,14156464
14162171,14160129,14163809,14165531,14165176,14164108,14160264,14155994,14165981,14157039,14167709,14168935,14156651,14158309,14161054,14167274,14160824,14166993,14159756,14157778,14156477
14162171,14160129,14163819,14165539,14165176,14164108,14160267,14155994,14165981,14157047,14167724,14168943,14156661,14158309,14161059,14167277,14160824,14167001,14159758,14157788,14156482
14162176,14160134,14163819,14165549,14165179,14164113,14160267,14155994,14165986,14157065,14167729,14168948,14156671,14158312,14161059,14167277,14160824,14167006,14159761,14157796,14156490
14162176,14160134,14163819,14165554,14165184,14164118,14160277,14155999,14165989,14157070,14167737,14168951,14156679,14158312,14161064,14167282,14160824,14167011,14159761,14157801,14156495
14162176,14160134,14163832,14165567,14165194,14164126,14160280,14156004,14165994,14157075,14167742,14168961,14156684,14158312,14161069,14167292,14160829,14167016,14159766,14157801,14156500
14162176,14160167,14163832,14165575,14165204,14164128,14160280,14156012,14165999,14157093,14167747,14168961,14156689,14158322,14161077,14167295,14160829,14167029,14159766,14157803,14156505
14162181,14160170,14163832,14165577,14165207,14164131,14160282,14156022,14166009,14157093,14167765,14168961,14156689,14158332,14161082,14167297,14160829,14167039,14159771,14157806,14156510
14162181,14160175,14163837,14165580,14165212,14164131,14160285,14156022,14166009,14157098,14167775,14168974,14156699,14158335,14161082,14167302,14160842,14167047,14159771,14157811,14156515
14162181,14160180,14163837,14165585,14165217,14164131,14160287,14156027,14166009,14157103,14167775,14168976,14156702,14158345,14161087,14167328,14160847,14167062,14159776,14157811,14156518
14162181,14160188,14163842,14165585,14165222,14164136,14160290,14156058,14166012,14157113,14167788,14168979,14156707,14158381,14161090,14167328,14160847,14167070,14159776,14157829,14156518
14162181,14160190,14163842,14165595,14165222,14164136,14160290,14156063,14166017,14157121,14167793,14168997,14156707,14158386,14161092,14167338,14160852,14167080,14159776,14157839,14156523
14162186,14160193,14163842,14165603,14165230,14164146,14160290,14156063,14166022,14157126,14167806,14169007,14156712,14158386,14161095,14167338,14160852,14167085,14159781,14157839,14156523
14162186,14160193,14163847,14165616,14165240,14164146,14160295,14156063,14166032,14157134,14167816,14169007,14156735,14158386,14161095,14167346,14160852,14167095,14159784,14157839,14156523
14162191,14160198,14163850,14165626,14165240,14164149,14160295,14156073,14166035,14157136,14167816,14169012,14156738,14158386,14161095,14167356,14160852,14167098,14159797,14157844,14156531
14162194,14160198,14163860,14165641,14165245,14164149,14160295,14156073,14166040,14157144,14167821,14169012,14156743,14158414,14161095,14167366,14160855,14167098,14159804,14157844,14156533
14162194,14160198,14163860,14165659,14165248,14164154,14160300,14156076,14166045,14157144,14167821,14169030,14156748,14158419,14161100,14167369,14160860,14167108,14159807,14157844,14156536
14162204,14160203,14163860,14165672,14165253,14164154,14160300,14156081,14166063,14157167,14167834,14169030,14156753,14158422,14161105,14167379,14160860,14167111,14159812,14157852,14156556
14162214,14160208,14163860,14165672,14165258,14164159,14160305,14156086,14166063,14157167,14167839,14169035,14156758,14158427,14161105,14167384,14160860,14167116,14159820,14157852,14156569
14162214,14160211,14163873,14165685,14165268,14164159,14160308,14156091,14166068,14157172,14167844,14169043,14156771,14158437,14161113,14167384,14160862,14167126,14159825,14157852,14156569
14162217,14160213,14163878,14165695,14165268,14164159,14160308,14156091,14166081,14157177,14167847,14169048,14156781,14158455,14161115,14167394,14160862,14167162,14159827,14157852,14156579
14162222,14160213,14163883,14165700,14165268,14164164,14160308,14156091,14166083,14157185,14167867,14169048,14156789,14158460,14161118,14167402,14160870,14167195,14159830,14157857,14156587
14162222,14160216,14163893,14165700,14165273,14164164,14160313,14156091,14166086,14157190,14167885,14169050,14156794,14158463,14161123,14167415,14160875,14167223,14159830,14157857,14156592
14162222,14160221,14163901,14165705,14165281,14164167,14160313,14156096,14166096,14157195,14167898,14169066,14156804,14158465,14161123,14167435,14160875,14167246,14159840,14157857,14156602
14162222,14160226,14163901,14165715,14165291,14164169,14160313,14156099,14166106,14157195,14167898,14169073,14156804,14158468,14161133,14167435,14160878,14167246,14159853,14157865,14156605
14162222,14160226,14163906,14165718,14165291,14164174,14160318,14156099,14166109,14157205,14167903,14169076,14156812,14158473,14161133,14167453,14160883,14167251,14159858,14157867,14156607
14162222,14160226,14163911,14165741,14165304,14164174,14160318,14156104,14166119,14157213,14167918,14169081,14156812,14158473,14161136,14167456,14160885,14167256,14159858,14157867,14156610
14162232,14160226,14163911,14165751,14165309,14164177,14160323,14156104,14166124,14157213,14167931,14169086,14156817,14158483,14161136,14167471,14160888,14167259,14159863,14157872,14156620
14162235,14160226,14163924,14165769,14165317,14164177,14160323,14156109,14166127,14157218,14167944,14169104,14156817,14158491,14161136,14167489,14160888,14167259,14159866,14157880,14156625
14162237,14160231,14163929,14165779,14165319,14164177,14160328,14156119,14166152,14157223,14167946,14169104,14156822,14158496,14161136,14167494,14160893,14167282,14159873,14157885,14156628
14162240,14160236,14163934,14165782,14165332,14164182,14160331,14156122,14166155,14157231,14167962,14169109,14156822,14158496,14161141,14167499,14160893,14167282,14159876,14157885,14156630
14162250,14160239,14163944,14165782,14165332,14164182,14160333,14156122,14166160,14157241,14167967,14169114,14156827,14158501,14161141,14167499,14160893,14167287,14159881,14157885,14156638
14162250,14160244,14163944,14165787,14165355,14164187,14160336,14156124,14166173,14157241,14167967,14169127,14156832,14158501,14161141,14167507,14160901,14167287,14159886,14157893,14156643
14162250,14160254,14163957,14165792,14165360,14164190,14160341,14156132,14166173,14157254,14167967,14169132,14156835,14158506,14161141,14167527,14160903,14167287,14159891,14157893,14156646
14162255,14160254,14163960,14165797,14165360,14164192,14160341,14156165,14166188,14157259,14167977,14169132,14156840,14158516,14161146,14167535,14160903,14167292,14159899,14157893,14156651
14162263,14160259,14163975,14165797,14165365,14164195,14160341,14156165,14166193,14157287,14167982,14169132,14156863,14158524,14161151,14167545,14160903,14167292,14159899,14157898,14156653
14162265,14160262,14163983,14165802,14165383,14164205,14160341,14156178,14166201,14157292,14167982,14169132,14156863,14158524,14161154,14167553,14160908,14167300,14159904,14157903,14156653
14162268,14160267,14163993,14165805,14165388,14164210,14160346,14156188,14166206,14157292,14167992,14169137,14156863,14158537,14161159,14167568,14160908,14167300,14159904,14157903,14156666
14162273,14160267,14163998,14165810,14165391,14164210,14160349,14156188,14166206,14157310,14168000,14169140,14156876,14158562,14161159,14167591,14160911,14167302,14159904,14157903,14156666
14162273,14160272,14163998,14165815,14165406,14164213,14160349,14156188,14166211,14157310,14168000,14169150,14156878,14158565,14161164,14167591,14160911,14167310,14159909,14157916,14156666
14162278,14160272,14164003,14165825,14165411,14164215,14160351,14156191,14166211,14157310,14168005,14169183,14156886,14158570,14161164,14167591,14160911,14167328,14159909,14157921,14156674
14162283,14160272,14164003,14165828,14165414,14164218,14160351,14156196,14166229,14157318,14168005,14169183,14156914,14158575,14161174,14167594,14160916,14167333,14159909,14157921,14156674
14162286,14160277,14164003,14165833,14165439,14164233,14160364,14156201,14166242,14157333,14168008,14169186,14156919,14158583,14161174,14167604,14160916,14167333,14159914,14157931,14156679
14162288,14160277,14164011,14165838,14165447,14164233,14160364,14156201,14166242,14157341,14168013,14169186,14156919,14158585,14161174,14167627,14160929,14167338,14159922,14157936,14156689
14162291,14160282,14164011,14165838,14165447,14164233,14160364,14156209,14166247,14157341,14168018,14169191,14156924,14158603,14161179,14167642,14160929,14167346,14159932,14157939,14156712
14162304,14160285,14164016,14165838,14165465,14164236,14160364,14156211,14166247,14157343,14168023,14169196,14156937,14158611,14161187,14167645,14160931,14167351,14159935,14157949,14156712
14162304,14160295,14164016,14165843,14165475,14164236,14160369,14156211,14166247,14157359,14168031,14169214,14156960,14158621,14161187,14167650,14160931,14167351,14159940,14157949,14156717
14162306,14160295,14164021,14165848,14165480,14164236,14160377,14156214,14166252,14157364,14168041,14169219,14156965,14158621,14161187,14167665,14160934,14167351,14159942,14157954,14156740
14162306,14160305,14164021,14165848,14165483,14164238,14160382,14156219,14166262,14157374,14168046,14169224,14156965,14158631,14161187,14167668,14160934,14167361,14159945,14157954,14156743
14162306,14160313,14164021,14165851,14165488,14164241,14160382,14156229,14166265,14157379,14168056,14169242,14156978,14158639,14161192,14167673,14160934,14167366,14159950,14157957,14156743
14162306,14160313,14164026,14165861,14165501,14164243,14160387,14156229,14166275,14157392,14168059,14169242,14156978,14158657,14161192,14167678,14160939,14167366,14159965,14157957,14156758
14162309,14160318,14164034,14165869,14165501,14164246,14160387,14156247,14166285,14157415,14168064,14169242,14156988,14158662,14161192,14167688,14160939,14167366,14159973,14157967,14156758
14162309,14160333,14164036,14165874,14165503,14164251,14160387,14156260,14166293,14157420,14168074,14169265,14156988,14158667,14161197,14167688,14160939,14167369,14159978,14157967,14156758
14162311,14160346,14164044,14165879,14165503,14164251,14160387,14156270,14166293,14157425,14168074,14169265,14156991,14158675,14161200,14167696,14160944,14167371,14159978,14157972,14156763
14162311,14160346,14164052,14165879,14165511,14164251,14160392,14156270,14166298,14157433,14168087,14169265,14156996,14158680,14161202,14167701,14160949,14167374,14159991,14157972,14156766
14162314,14160346,14164054,14165884,14165516,14164256,14160392,14156270,14166306,14157443,14168092,14169270,14157006,14158685,14161205,14167701,14160949,14167379,14159991,14157972,14156771
14162314,14160346,14164057,14165892,14165562,14164259,14160392,14156275,14166313,14157458,14168092,14169283,14157006,14158690,14161210,14167701,14160957,14167389,14159996,14157977,14156771
14162314,14160354,14164067,14165894,14165572,14164266,14160395,14156275,14166321,14157466,14168092,14169283,14157006,14158695,14161210,14167706,14160957,14167397,14159996,14157977,14156776
14162314,14160356,14164067,14165894,14165580,14164269,14160397,14156283,14166331,14157474,14168105,14169288,14157011,14158700,14161215,14167706,14160962,14167397,14159996,14157977,14156791
14162324,14160359,14164072,14165902,14165585,14164274,14160405,14156288,14166349,14157474,14168107,14169293,14157011,14158703,14161215,14167709,14160967,14167412,14160001,14157977,14156804
14162324,14160364,14164072,14165907,14165590,14164274,14160410,14156293,14166352,14157476,14168110,14169306,14157019,14158703,14161220,14167711,14160972,14167412,14160001,14157982,14156804
14162329,14160369,14164077,14165912,14165593,14164274,14160410,14156293,14166367,14157479,14168110,14169306,14157019,14158703,14161220,14167729,14160975,14167415,14160001,14157982,14156807
14162332,14160374,14164082,14165917,14165595,14164279,14160410,14156293,14166367,14157479,14168125,14169326,14157019,14158708,14161220,14167737,14160975,14167415,14160009,14157987,14156809
14162334,14160377,14164090,14165920,14165613,14164282,14160415,14156298,14166367,14157484,14168128,14169334,14157037,14158716,14161225,14167742,14160977,14167420,14160014,14157990,14156822
14162347,14160379,14164090,14165940,14165616,14164282,14160420,14156301,14166372,14157489,14168138,14169334,14157047,14158716,14161233,14167747,14160977,14167430,14160014,14157995,14156822
14162350,14160387,14164090,14165948,14165623,14164287,14160423,14156306,14166375,14157494,14168138,14169347,14157057,14158721,14161233,14167755,14160980,14167443,14160019,14158000,14156827
14162355,14160392,14164090,14165953,14165626,14164292,14160425,14156306,14166377,14157499,14168138,14169357,14157065,14158741,14161238,14167757,14160980,14167448,14160019,14158000,14156830
14162360,14160395,14164090,14165961,14165636,14164297,14160425,14156311,14166395,14157499,14168148,14169367,14157067,14158744,14161243,14167762,14160985,14167471,14160019,14158003,14156837
14162365,14160405,14164095,14165976,14165636,14164297,14160433,14156321,14166398,14157507,14168151,14169380,14157090,14158749,14161248,14167762,14160985,14167476,14160024,14158003,14156845
14162365,14160415,14164100,14165976,14165662,14164297,14160433,14156331,14166405,14157517,14168156,14169385,14157093,14158754,14161251,14167770,14160985,14167479,14160042,14158005,14156853
14162365,14160420,14164118,14165976,14165667,14164302,14160433,14156334,14166418,14157517,14168166,14169408,14157098,14158772,14161256,14167775,14160985,14167481,14160042,14158008,14156855
14162365,14160420,14164118,14165981,14165677,14164307,14160433,14156334,14166418,14157517,14168171,14169408,14157098,14158777,14161256,14167775,14160990,14167489,14160042,14158008,14156858
14162365,14160420,14164121,14165981,14165677,14164310,14160438,14156334,14166441,14157520,14168174,14169431,14157098,14158777,14161256,14167780,14160990,14167489,14160042,14158013,14156863
14162378,14160420,14164126,14165986,14165695,14164325,14160438,14156344,14166446,14157530,14168184,14169444,14157103,14158777,14161261,14167793,14160990,14167494,14160050,14158023,14156868
14162378,14160428,14164136,14165989,14165700,14164328,14160441,14156344,14166454,14157535,14168184,14169444,14157111,14158782,14161261,14167798,14160998,14167494,14160055,14158028,14156878
14162383,14160428,14164136,14165994,14165700,14164328,14160451,14156352,14166459,14157548,14168184,14169449,14157113,14158782,14161266,14167803,14160998,14167502,14160057,14158028,14156883
